18947,CCC=CC(C)=CCC
2392,CSC(=S)SC
15345,CCCCC(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)F
1538,CCCCC(C(C)=O)C(C)=O
31176,O=[Np]([O-])([O-])([O-])[O-].[Na+].[Na+].[Na+].[Na+]
19922,O=BOB=O
4165,CCCCCCCCCCC(CCCCCCCCCC)CCCCCCCCCC
20048,CC1(C)CCCS1(=O)=O
1429,CC(C)C1=CCCC1
21609,CCCCCCCCCCCCCCCCC(CCCCCCCCCCCCCCCC)C1CCCCC1
32634,CCCCCCCCCCCC[NH2+]C1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O
19864,CO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O
22654,CCCCC/C=C\C/C=C\CCCCCCCCCCCC(=O)OC
13812,CCCCC(C)OC(=O)CCC
17402,CCCC(C)(O)C#CCO
15536,Cc1cc(C)c(C(=C(O)C(C)(C)C)c2c(C)cc(C)cc2C)c(C)c1
2981,C1CC[C@@H]2CCC[C@H]2C1
11528,COC(=O)C1C(C)=C1C
38464,C[S+]1CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
31929,CO[Si](CCCNc1ccccc1)(OC)OC
10765,CCCO[Si](C)(C)C
17526,CC(C)CCC(C)c1ccccc1
20494,CCCCCCCCCCCCc1cc[n+](C)cc1
34198,COCCCOc1ccnc(CS(=O)c2nc3ccccc3[n-]2)c1C
14535,CCC(C)CC#N
6003,CC1(C)CC(=O)CC(C)(C)N1
11957,COC(=O)C(c1ccc(Cl)cc1)c1ccc(Cl)cc1
9285,C=C(C)C(=O)OCCCCCCCCCCCC
12479,C=COCCOC=C
23282,[F-].[F-].[F-].[F-].[F-].[F-].[Mo+6]
12641,CC(C)=C1CCCCC1C
16477,O=C(CCBr)c1ccccc1
1727,CC1(C)CCCCCC(C)(C)CCC1
23243,[F-].[NH4+]
33794,CCC[SiH](C)CCC
14346,CCCCCCCCCCCCCCCCCOc1ccc(C(=O)O)cc1
4864,COc1ccncc1
3360,FC(F)(F)c1ccc(Br)cc1
18470,CCCCCCCCCCCCCCCCC(C)c1ccc(C)cc1
16904,CC1(CCc2ccccc2)C=CCCC1
1928,CCCC(O)C(C)CC
39463,CCCCCCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCCCCCCCCCCCCCCCC.[Br-].[Br-]
19245,CCCCC(CC)C[SeH]
22063,CC(C)=CCCC1(C)C2C=CC(C2)C1C
35215,CC(=O)OC(c1ccccc1)C(Cl)(Cl)Cl
3190,Nc1c(F)cc(F)cc1F
27054,O=C1NC(c2ccccc2)(c2ccccc2)C(=O)N1Cc1ccccc1
28496,O=c1cc[nH]c(=S)[nH]1
37034,CC(O)(CC(=O)O)C(=O)O
12945,C=CCC(C)(O)CCCC
1298,CCCCCCCCCCCCOC(=O)CCCCCCCCCCC
13657,CCCCCCC1(C)OCCO1
30466,Cn1cc[n+](COCCCOC[n+]2ccn(C)c2)c1
16411,Clc1ccoc1
41195,C=Cn1cc[n+](CC)c1.CCOP(=O)([O-])OCC
27304,CC(C)COc1cccc(Br)c1
5491,C/C(=C\c1ccccc1)[N+](=O)[O-]
26593,CCCCCCCC[N+]1(CC)CCCCC1
6468,O=[N+]([O-])c1ccc(Cl)c([N+](=O)[O-])c1
23766,NC(CC(=O)O)C(=O)[O-].NC(CC(=O)O)C(=O)[O-].O.O.O.O.[Mg+2]
33629,O=C([O-])[C@H](O)[C@@H](O)C(=O)[O-].[Na+].[Na+]
